Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
GDP (current US$),NY.GDP.MKTP.CD,Czech Republic,CZE,40315845396.3126,61474265134.5364,188818155388.125,235204812643.146,205729790694.015,207015860050.371,227948564356.715,207376427020.815,209402444996.104,207818330723.835,185156359571.116,..
GDP (current US$),NY.GDP.MKTP.CD,Denmark,DNK,138094873105.387,164158800460.219,319500339842.387,352591553716.09,319762353336.194,319810991980.939,341498686832.939,325012162409.979,338927058604.182,346119472127.525,295091333721.319,..
GDP (current US$),NY.GDP.MKTP.CD,Djibouti,DJI,452328087.282876,551230861.856506,847918929.107984,999105339.267729,1049110684.72493,1128611700.3618,1239144501.77525,1353632941.5207,1455000000,1588000000,1727000000,..
GDP (current US$),NY.GDP.MKTP.CD,Dominica,DMA,166322222.222222,335845814.814815,421375851.851852,458190185.185185,489074333.333333,493824407.407407,500988407.407407,485905592.592593,508447148.148148,528178703.703704,517218962.962963,..
GDP (current US$),NY.GDP.MKTP.CD,Dominican Republic,DOM,7073674721.12418,23996063503.0497,44169678153.1566,48288967303.4896,48376555305.6902,53954579003.5277,57746684847.0898,60613645121.3529,61965942056.6828,65231032303.2418,68102618092.1031,..
GDP (current US$),NY.GDP.MKTP.CD,Ecuador,ECU,15239278100.3502,18327764882.4412,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,102292260000,100176808000,..
GDP (current US$),NY.GDP.MKTP.CD,"Egypt, Arab Rep.",EGY,43130416913.4141,99838543960.0763,130478960092.499,162818181818.182,188982374700.805,218888324504.753,236001858960.015,276353323880.224,286011230726.274,301498960051.639,330778550716.746,..
GDP (current US$),NY.GDP.MKTP.CD,El Salvador,SLV,4800900000,13134100000,20104900000,21431000000,20661000000,21418300000,23139000000,23813600000,24350900000,25054200000,25850200000,..
GDP (current US$),NY.GDP.MKTP.CD,Equatorial Guinea,GNQ,112119406.548331,1045998496.43872,13071718758.7373,19749893536.3204,15027795173.2187,16298542027.9965,21329395900.871,22389627294.4179,21942597765.3631,21461989483.1265,12202323684.1015,..
GDP (current US$),NY.GDP.MKTP.CD,Eritrea,ERI,..,706370815.584416,1317974491.05691,1380188800,1856695551.21951,2117039512.19512,2607739837.39837,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Estonia,EST,..,5685773518.84272,22237065425.6775,24194038377.0324,19652486801.8894,19492092715.2318,23168793438.9769,23043861554.8714,25081191938.2942,26213936937.2806,22459443273.8161,..
GDP (current US$),NY.GDP.MKTP.CD,Ethiopia,ETH,12175166763.285,8242392103.68061,19707616772.7996,27066912635.2228,32437389116.038,29933790334.3418,31952763089.33,43310721414.0829,47648211133.2183,55612228233.5179,61539711686.6936,..
GDP (current US$),NY.GDP.MKTP.CD,Faroe Islands,FRO,..,1062339943.83343,2278229533.05096,2413237402.14803,2257097731.55019,2301178416.00619,2468748767.9772,2356505419.09755,2613458942.48139,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Fiji,FJI,1337024782.22702,1684109743.49338,3405050611.68726,3523185919.55826,2870624635.68032,3140508835.9485,3774530588.88398,3972012545.85528,4190143229.08891,4469810123.71644,4425503074.70408,..
GDP (current US$),NY.GDP.MKTP.CD,Finland,FIN,141517648888.198,125539893126.958,255384615384.615,283742493042.332,251499027507.641,247814569536.424,273657214345.288,256706466091.089,269980111642.898,272463347978.069,231949650659.865,..
GDP (current US$),NY.GDP.MKTP.CD,France,FRA,1275300566196.84,1368438363736.87,2663112510265.54,2923465651091.26,2693827452070.02,2646994701986.75,2862502085070.89,2681416108537.39,2808511203185.39,2839162443235.14,2418835532882.33,..
GDP (current US$),NY.GDP.MKTP.CD,French Polynesia,PYF,3181206304.81549,3447543137.9415,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Gabon,GAB,5952293765.84484,5067865320.7979,12438956756.4455,15508574820.3516,12065138272.7538,14358584300.3006,18186478119.9582,17171447372.3334,17590716232.4913,18179717776.1597,14262032470.8493,..
GDP (current US$),NY.GDP.MKTP.CD,"Gambia, The",GMB,317083373.524559,782915402.421095,798870894.208271,965769128.170004,900639747.939529,952429030.415536,904256643.415984,912569686.7859,903779326.206421,849122624.781348,938794719.358588,..
GDP (current US$),NY.GDP.MKTP.CD,Georgia,GEO,7753501867.76095,3057453482.55826,10172869679.7366,12795044472.7663,10766809099.0721,11638536890.5347,14434619982.2117,15846474595.773,16140047072.2616,16509305827.7171,13965385801.7891,..
GDP (current US$),NY.GDP.MKTP.CD,Germany,DEU,1764967948916.6,1949953934033.54,3439953462907.2,3752365607148.09,3418005001389.27,3417298013245.03,3757464553794.83,3543983909148.01,3752513503278.41,3879276587198.91,3363446822668.29,..
GDP (current US$),NY.GDP.MKTP.CD,Ghana,GHA,5889174833.90034,4983024408.14828,24758819717.7074,28526891010.4925,25977847813.7422,32174772955.9748,39566292432.8615,41939728978.7281,47805069494.9082,38616536131.648,37543361203.5609,..
GDP (current US$),NY.GDP.MKTP.CD,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Greece,GRC,97891090928.6328,130133845771.144,318497936901.177,354460802548.704,330000252153.376,299379400264.901,287779921184.32,245670666639.047,239862011450.103,236079774688.445,194851319174.892,..
GDP (current US$),NY.GDP.MKTP.CD,Greenland,GRL,1018977225.44427,1068024993.98697,2039990870.18161,2301745558.05339,2314737666.79517,2287220565.1596,2503747856.84595,2356004770.79887,2419043094.32119,2441226080.03611,..,..
GDP (current US$),NY.GDP.MKTP.CD,Grenada,GRD,221070370.37037,520044370.37037,758518518.518518,825925925.925926,771278111.111111,771015888.888889,778648666.666667,799882148.148148,842571333.333333,911481481.481481,984074074.074074,..
GDP (current US$),NY.GDP.MKTP.CD,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Guatemala,GTM,7650125217.35253,19288926545.3759,34113102014.6358,39137157753.2425,37733852002.6442,41338340406.3129,47654704787.0678,50388418158.5954,53851075503.9906,58722087391.6801,63794152886.0397,..
GDP (current US$),NY.GDP.MKTP.CD,Guinea,GIN,2666616176.91609,2995360969.16199,4134173275.1244,4515824647.43939,4609923756.18485,4735956493.06479,5067360009.39197,5667229758.9878,6231725484.55943,6624068015.50039,6699203543.29047,..
GDP (current US$),NY.GDP.MKTP.CD,Guinea-Bissau,GNB,243961995.509711,370173851.946119,695606313.878293,864136798.741659,825828719.797396,846332419.519942,1105497821.87289,995581992.41106,1026664110.62589,1109007405.7031,1056776883.4727,..
GDP (current US$),NY.GDP.MKTP.CD,Guyana,GUY,396582263.291139,712667896.727512,1740334781.83731,1922598121.23066,2025565089.48272,2259288396.24467,2576602497.33479,2851154075.95385,2990006533.77749,3077086275.94585,3166029055.69007,..
GDP (current US$),NY.GDP.MKTP.CD,Haiti,HTI,..,3953839593.78427,5885321655.91684,6548531998.42373,6584642675.34367,6622540159.47531,7516829496.06138,7890215895.68701,8452517482.5105,8791599111.2376,8765329889.9646,..
GDP (current US$),NY.GDP.MKTP.CD,Honduras,HND,3048881322.9572,7103529494.37412,12275493958.7834,13789727209.7723,14486137413.5468,15729644901.1305,17588097149.7619,18400538970.1119,18372173610.6685,19380958759.0497,20420967148.9362,..
GDP (current US$),NY.GDP.MKTP.CD,"Hong Kong SAR, China",HKG,76928290841.8701,171668164082.555,211597405593.868,219279678430.164,214046415026.187,228637697575.04,248513617677.287,262629441493.476,275658844765.343,291228511368.179,309234500374.107,..
GDP (current US$),NY.GDP.MKTP.CD,Hungary,HUN,..,47209471853.3471,139198195460.551,157290970540.917,129965360575.699,130258247571.415,140091591852.976,127321135030.078,134680475647.645,139294565100.565,121715203207.647,..
GDP (current US$),NY.GDP.MKTP.CD,Iceland,ISL,6521544489.20626,8924735422.81469,21293841230.1928,17530651669.9091,12855269883.7902,13236887873.0516,14665358676.7166,14194519025.2641,15376604281.4504,17036097481.8066,16598494830.9142,..
GDP (current US$),NY.GDP.MKTP.CD,India,IND,326608014285.316,476609148165.173,1201071960529.75,1186913419021.34,1323896417147.06,1656562168648.57,1822989507290.05,1828985283085,1863208343557.81,2042438591343.98,2095398349095.54,..
GDP (current US$),NY.GDP.MKTP.CD,Indonesia,IDN,106140724972.15,165021012077.81,432216737774.861,510228634992.258,539580085612.401,755094160363.071,892969107923.094,917869910105.749,912524136718.018,890487074595.966,861933968740.332,..
GDP (current US$),NY.GDP.MKTP.CD,"Iran, Islamic Rep.",IRN,124813263926.374,109591707802.216,337474485087.271,397189565318.895,398978104575.331,467790215915.476,592037800186.865,587209369682.67,511620875086.78,425326068422.881,..,..
GDP (current US$),NY.GDP.MKTP.CD,Iraq,IRQ,179885815374.719,..,88840050497.0957,131613661510.475,111660855042.735,138516722649.573,185749664444.444,218000986222.639,234648370497.427,228730703259.005,180068537409.153,..
GDP (current US$),NY.GDP.MKTP.CD,Ireland,IRL,49354420997.7856,99855065966.464,270043016151.109,274919025487.037,235765973325.924,221356661986.755,240575769113.15,225819184920.64,239271162515.74,256271350218.827,283703217034.49,..
GDP (current US$),NY.GDP.MKTP.CD,Isle of Man,IMY,..,1563667799.61578,5685988395.35814,5827468750,5047909331.6716,5420118974.04203,6066454093.89521,6433357030.0158,6754330154.76004,7428280401.5139,..,..
GDP (current US$),NY.GDP.MKTP.CD,Israel,ISR,52490327348.4773,132396684080.151,179564275455.807,216760312151.616,208068814688.605,233754747258.625,261374751963.332,257641795689.722,293314777888.557,308769389865.564,299415714726.768,..
GDP (current US$),NY.GDP.MKTP.CD,Italy,ITA,1177326298642.53,1141760021927.4,2203053327128.39,2390729210487.77,2185160158794.11,2125184794172.19,2276150874756.74,2072823111961.1,2130491269673.44,2149814265578.42,1821496964400.58,..
GDP (current US$),NY.GDP.MKTP.CD,Jamaica,JAM,4592224067.37194,8929375580.31569,12824094989.8639,13678551837.6303,12038998756.9217,13192229343.0991,14440457548.68,14802430172.5391,14276559215.7309,13897561173.4853,14262190323.0222,..
GDP (current US$),NY.GDP.MKTP.CD,Japan,JPN,3103698099973.41,4887519660744.86,4515264514430.57,5037908465114.48,5231382674593.7,5700096491337.99,6157461124963.98,6203213121334.12,5155717056270.83,4848733415523.53,4383076298081.86,..
GDP (current US$),NY.GDP.MKTP.CD,Jordan,JOR,4160003917.43258,8457923836.38928,17110609732.0169,21971835282.5137,23818322957.7465,26425379436.6197,28840263380.2817,30937277605.6338,33593843661.9718,35826925774.6479,37517410281.6901,..
GDP (current US$),NY.GDP.MKTP.CD,Kazakhstan,KAZ,26932728898.8146,18291990619.137,104849886825.584,133441612246.798,115308661142.927,148047348240.643,192626507971.584,207998568865.789,236634552078.102,221415572819.5,184388432148.715,..
GDP (current US$),NY.GDP.MKTP.CD,Kenya,KEN,8572359162.86876,12705357103.0056,31958195182.2406,35895153327.8497,37021512048.8158,39999659233.7555,41953433591.4101,50410164013.5527,55100780396.387,61395415492.333,63398041540.367,..
GDP (current US$),NY.GDP.MKTP.CD,Kiribati,KIR,39809538.6776989,67254174.3970315,130754915.906619,139125482.301627,130465372.016846,153275912.676573,177142135.121196,188045661.627666,187153601.08129,186066973.138634,160121929.231463,..
GDP (current US$),NY.GDP.MKTP.CD,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,"Korea, Rep.",KOR,284757121057.986,561633037419.537,1122679154632.41,1002219052967.54,901934953364.711,1094499338702.72,1202463682633.85,1222807195712.49,1305604981271.91,1411333926201.24,1377873107856.33,..
GDP (current US$),NY.GDP.MKTP.CD,Kosovo,KSV,..,1849196082.05507,4833561456.33726,5687488208.58356,5653792720.20006,5829933774.83444,6692521545.73255,6500321212.89991,7073021773.76527,7384901154.30543,6400687590.10758,..
GDP (current US$),NY.GDP.MKTP.CD,Kuwait,KWT,18427777777.7778,37711864406.7797,114641097818.438,147395833333.333,105899930507.297,115419050942.08,154027536231.884,174070025008.932,174161495063.47,162631763879.129,114041209704.221,..
GDP (current US$),NY.GDP.MKTP.CD,Kyrgyz Republic,KGZ,2674000000,1369693171.43504,3802566170.81543,5139957784.91084,4690062255.12247,4794357795.07139,6197766118.59856,6605139933.41063,7335027591.91628,7468096566.71158,6571853849.00585,..
GDP (current US$),NY.GDP.MKTP.CD,Lao PDR,LAO,865559856.1639,1731198022.45494,4222962987.53859,5443915120.50795,5832915387.08908,7127792629.58294,8261299199.6817,9356251339.55418,11189431000.0811,11739027120.5835,12369080042.8375,..
GDP (current US$),NY.GDP.MKTP.CD,Latvia,LVA,..,7937758980.30127,30901399261.387,35596016664.2304,26169854045.0375,23765078166.4017,28420287436.9041,28072066041.3722,30256430184.6685,31322649595.3297,27002832427.6367,..
GDP (current US$),NY.GDP.MKTP.CD,Lebanon,LBN,2838485353.96187,17260364842.4544,24577114427.8607,28829850746.2687,35139635157.5456,38009950248.7562,40078938640.1327,43205095854.063,44352417910.4478,45730945273.6318,47084703150.9121,..
GDP (current US$),NY.GDP.MKTP.CD,Lesotho,LSO,596415106.633185,887295262.184165,1825385552.2422,1875881172.42008,1870006879.27367,2392147273.25836,2795705636.58808,2666218870.25386,2499410956.14577,2538831766.20046,2278037785.7279,..
GDP (current US$),NY.GDP.MKTP.CD,Liberia,LBR,384400000,529064600,739027200,850040500,1155147400,1292697100,1545400000,1735500000,1946500000,2013000000,2053000000,..
GDP (current US$),NY.GDP.MKTP.CD,Libya,LBY,28901836158.1921,38270206950.41,67516236337.7158,87140405361.2292,63028320702.0343,74773444900.5368,34699395523.6073,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Liechtenstein,LIE,1421466239.56234,2483953102.79488,4601299566.81106,5081432924.0144,4504549214.22663,5082366478.08994,5739977477.47748,5456009384.66461,6391735893.83968,6663501418.90417,..,..
GDP (current US$),NY.GDP.MKTP.CD,Lithuania,LTU,..,11539211480.3625,39738180076.6283,47850551148.8365,37440673477.8982,37132564255.4319,43505562065.1266,42852204396.452,46412093986.4596,48353937110.2561,41170728956.4157,..
GDP (current US$),NY.GDP.MKTP.CD,Luxembourg,LUX,13192045509.4157,21080997788.8336,50323159047.3583,55144865973.3411,50386496248.958,52351655629.1391,58697386711.1482,55986712367.7993,61794506555.5051,64873963098.4868,57793612066.0974,..
GDP (current US$),NY.GDP.MKTP.CD,"Macao SAR, China",MAC,2990177409.30059,6101794938.88536,18340472131.3107,20917457388.3119,21475520709.3922,28123640998.7253,36709847596.7175,43028648668.9445,51548871615.7861,55522993326.7394,46177532874.139,..
GDP (current US$),NY.GDP.MKTP.CD,"Macedonia, FYR",MKD,4471828621.90813,3772851420.24763,8336478142.08872,9909548410.82744,9401731495.71661,9407168702.4313,10494632699.3859,9745251126.0109,10817712138.9451,11318966946.687,10086021261.4631,..
GDP (current US$),NY.GDP.MKTP.CD,Madagascar,MDG,3081479800.28735,3877673539.09084,7342923489.09616,9413002920.97008,8550363974.79243,8729936135.74487,9892702357.56691,9919780071.30832,10601690871.7448,10673516672.6843,9738652322.17322,..
GDP (current US$),NY.GDP.MKTP.CD,Malawi,MWI,1880784191.81484,1743506287.41519,4431477378.40652,5321114432.10931,6195345174.19622,6957454879.05414,7983556694.87491,5980586767.40693,5432169047.56631,6055252536.08965,6403820949.24856,..
GDP (current US$),NY.GDP.MKTP.CD,Malaysia,MYS,44024178343.0071,93789736842.1053,193547824063.3,230813597937.526,202257586267.556,255016609232.871,297951960784.314,314442825692.826,323276841537.339,338068990803.263,296283190372.552,..
GDP (current US$),NY.GDP.MKTP.CD,Maldives,MDV,215089005.235602,624337145.284622,1745998937.5,2109960937.5,2149257812.5,2323401757.8125,2449576516.91549,2518312129.02218,2795147949.78753,3094197810.2,3435244658.76626,..
GDP (current US$),NY.GDP.MKTP.CD,Mali,MLI,2681912030.49384,2954129565.82965,8145694631.88354,9750822511.47988,10181021770.4326,10678749467.4697,12978107560.5982,12442747897.2223,12813248724.7996,14004067516.3577,12746688961.7795,..
GDP (current US$),NY.GDP.MKTP.CD,Malta,MLT,2547163582.33149,4306192435.82207,7880509170.54476,8977149553.24447,8528202278.41067,8741059602.64901,9556435918.82124,9262238211.48657,10184944237.9182,10737561363.9379,9746478873.23944,..
GDP (current US$),NY.GDP.MKTP.CD,Marshall Islands,MHL,78476000,110937700,150851598.261375,152901112.689513,152631201.425631,164751292.561566,172674883.357224,185055791.83406,190991954.906072,183114102.293044,179432573.764399,..
GDP (current US$),NY.GDP.MKTP.CD,Mauritania,MRT,1019600770.6038,1293654175.2102,3356757497.1208,4031047704.39864,3662281667.94663,4337791530.87884,5166340390.52554,5231255478.38986,5645739651.53638,5442297174.11121,..,..
GDP (current US$),NY.GDP.MKTP.CD,Mauritius,MUS,2653480001.34558,4582555124.64952,8150138757.15741,9990370016.30771,9128843109.15588,10003670690.3497,11518393367.2403,11668685524.1265,12129642296.4425,12803445933.5894,11681761261.0428,..
GDP (current US$),NY.GDP.MKTP.CD,Mexico,MEX,262709776007.964,683647965226.955,1043471321169.09,1101275278668.79,894948748436.748,1051128603513.77,1171187519660.64,1186598324461.82,1261981728468.52,1298175699755.5,1143793184190.1,..
GDP (current US$),NY.GDP.MKTP.CD,"Micronesia, Fed. Sts.",FSM,147200000,233226300,255890800,261339600,277510900,294117200,310287500,325835200,315725600,318072000,314971100,..
GDP (current US$),NY.GDP.MKTP.CD,Moldova,MDA,..,1288429150.51394,4401154128.12297,6054806100.8468,5439422031.39627,5811604051.96737,7015206498.21955,7284686576.2835,7985349731.46471,7983271110.60446,6568288861.76807,..
GDP (current US$),NY.GDP.MKTP.CD,Monaco,MCO,2481316053.85316,2647883820.18625,5974371695.95045,6919241412.09365,5557245122.31576,5350674803.33858,6074884388.58937,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Mongolia,MNG,2560785660,1136896123.61298,4234999823.30839,5623216448.86851,4583850367.88972,7189481853.13241,10409797610.331,12292770631.23,12582122604.1768,12226514746.1452,11741338841.1132,..
GDP (current US$),NY.GDP.MKTP.CD,Montenegro,MNE,..,984279598.325251,3668656246.57834,4519930566.74528,4141152200.489,4138972769.65459,4538450845.19573,4087777049.68585,4464498911.25392,4587740464.37265,3987061627.51107,..
GDP (current US$),NY.GDP.MKTP.CD,Morocco,MAR,30180108561.9305,38857251336.3448,79041539006.1399,92507257783.5697,92897320375.8176,93216746661.5977,101370474295.109,98266306615.3632,106825649872.108,109881398474.953,100593283696.732,..
GDP (current US$),NY.GDP.MKTP.CD,Mozambique,MOZ,2512109516.61781,5016469068.50898,9366742309.49331,11494837053.4061,10911698208.1015,10154238250.1818,13131168011.807,14534278446.3087,16018848990.669,16961127045.8266,14807075727.4667,..
GDP (current US$),NY.GDP.MKTP.CD,Myanmar,MMR,..,8905066163.58643,20182477480.5512,31862554101.9378,36906181380.8127,49540813342.4834,59977326085.9908,59731122170.0865,60132854536.7832,65574726566.3779,62600906116.0987,..
GDP (current US$),NY.GDP.MKTP.CD,Namibia,NAM,2804379662.19611,3908661517.62299,8740865600.24981,8486721916.9128,8876191120.76189,11282192605.0374,12409629835.6998,13016272898.9038,12713366873.4658,12853963142.8124,11491507355.6498,..
GDP (current US$),NY.GDP.MKTP.CD,Nauru,NRU,..,..,20433291.5364309,39332420.4020347,44289899.6862987,49248823.5898978,72749377.1994046,103811945.189664,108601547.06617,117023941.759151,100457157.645312,..
GDP (current US$),NY.GDP.MKTP.CD,Nepal,NPL,3627562402.66027,5494252207.90502,10325618017.379,12545438605.3959,12854985464.0764,16002656434.4746,18850169891.6665,19206631648.9713,19393541020.2195,19811974851.5518,21194888047.8339,..
GDP (current US$),NY.GDP.MKTP.CD,Netherlands,NLD,314267667675.178,412807259996.315,839419655078.018,936228211513.11,857932759099.75,836439735099.338,893701695857.659,828946812396.788,866680000367.264,879635084124.987,750283908173.45,..
GDP (current US$),NY.GDP.MKTP.CD,New Caledonia,NCL,2529310103.83608,2682347064.3642,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,New Zealand,NZL,45495727006.5141,52623281956.7031,137314617476.299,133278976593.801,121337372727.841,146584522265.456,168462632327.382,176617424296.729,190690896703.83,200142409766.821,173754075210.516,..
GDP (current US$),NY.GDP.MKTP.CD,Nicaragua,NIC,1009455476.05583,5107329007.0922,7458103361.63737,8491388728.5018,8380731879.74635,8741313140.24883,9755619760.14614,10438842115.6263,10874735110.8237,11790221756.2778,12692562187.4933,..
GDP (current US$),NY.GDP.MKTP.CD,Niger,NER,2480673304.74309,1798374468.36362,4291363390.91295,5403363917.3096,5397121856.35204,5718589799.24366,6409169889.50891,6942209594.55433,7667951987.6933,8245312136.56544,7142951342.4223,..
GDP (current US$),NY.GDP.MKTP.CD,Nigeria,NGA,30757075595.3681,46385996028.9482,166451213395.64,208064753766.47,169481317540.364,369062464570.387,411743801711.642,460953836444.364,514966287206.505,568498939784.021,481066152870.266,..
GDP (current US$),NY.GDP.MKTP.CD,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Norway,NOR,119791683307.507,171315639982.731,400883873279.083,461946808510.638,386383919342.271,428524701366.599,498157406416.158,509704856037.817,522746212765.957,498339751388.521,386578443732.562,..
GDP (current US$),NY.GDP.MKTP.CD,Oman,OMN,11685045513.6541,19507412223.6671,42085305591.6775,60905331599.4798,48388296488.9467,58641352405.7217,67937581274.3823,76689206762.0286,78938881664.4993,81035110533.16,69830949284.7854,..
